air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_proxy
299.1,308.9,1325,48.4,220,64130.0
299.1,308.9,1617,32.3,223,52229.1
299.1,308.9,1476,42.7,225,63025.200000000004
299.2,309.0,1515,48.9,228,74083.5
299.2,309.0,1408,47.2,0,66457.6
299.2,309.1,1468,45.6,2,66940.8
299.2,309.1,1387,48.7,4,67546.90000000001
299.2,309.1,1503,34.7,6,52154.100000000006
299.2,309.1,1410,47.1,9,66411.0
299.0,308.9,1615,30.6,14,49419.0
299.0,308.9,1511,35.9,16,54244.9
299.1,309.0,1405,53.8,18,75589.0
299.0,308.9,1526,41.1,20,62718.6
298.9,308.8,1530,38.3,23,58598.99999999999
299.0,308.7,1583,32.5,25,51447.5
298.9,308.6,2069,18.7,27,38690.299999999996
298.8,308.5,1490,35.0,29,52150.0
298.8,308.5,1736,29.0,31,50344.0
298.8,308.5,1395,44.4,33,61938.0
298.9,308.6,1425,49.6,35,70680.0
298.8,308.6,1631,32.4,38,52844.399999999994
298.8,308.6,1535,41.2,40,63242.00000000001
298.8,308.6,1584,34.4,42,54489.6
298.8,308.7,1543,38.2,44,58942.600000000006
298.8,308.7,1635,35.2,47,57552.00000000001
298.8,308.7,1446,45.5,49,65793.0
298.8,308.6,1598,35.1,52,56089.8
298.8,308.6,1501,35.0,55,52535.0
298.8,308.5,1450,50.8,57,73660.0
298.8,308.6,1730,25.9,59,44807.0
298.8,308.6,1571,33.7,61,52942.700000000004
298.9,308.7,1438,51.7,64,74344.6
298.8,308.5,1510,38.7,66,58437.00000000001
298.9,308.7,1389,44.9,69,62366.1
298.8,308.7,1490,33.6,71,50064.0
298.9,308.7,1729,26.6,73,45991.4
299.0,308.8,1495,38.4,75,57408.0
298.9,308.8,1281,53.9,77,69045.9
298.9,308.7,1353,48.1,79,65079.3
299.1,308.8,1429,50.1,84,71592.90000000001
299.1,308.8,1413,42.1,86,59487.3
299.1,308.8,1502,38.3,88,57526.6
299.1,308.8,1553,32.6,90,50627.8
299.2,308.9,1712,26.4,95,45196.799999999996
299.3,309.0,1786,23.5,100,41971.0
299.2,309.0,1951,21.4,102,41751.399999999994
299.2,309.0,1541,36.3,104,55938.299999999996
299.2,309.1,1605,34.3,107,55051.49999999999
299.2,309.1,1578,38.1,109,60121.8
299.3,309.2,1440,37.5,111,54000.0
299.4,309.2,1489,42.3,114,62984.7
299.4,309.3,1366,48.4,116,66114.4
299.3,309.2,1541,37.2,118,57325.200000000004
299.3,309.1,1552,40.7,120,63166.4
299.3,309.1,1473,40.3,125,59361.899999999994
299.3,309.1,1531,37.9,127,58024.9
299.3,309.2,1511,37.2,129,56209.200000000004
299.3,309.1,1449,47.9,131,69407.09999999999
299.4,309.1,1440,50.0,134,72000.0
299.2,309.0,1881,23.9,137,44955.899999999994
299.3,309.0,1447,50.4,140,72928.8
299.4,309.1,1326,62.0,142,82212.0
299.4,309.2,1607,31.7,145,50941.9
299.3,309.1,1551,39.1,147,60644.100000000006
299.3,309.1,1496,37.2,149,55651.200000000004
299.3,309.1,1493,38.0,151,56734.0
299.4,309.1,1304,50.5,153,65852.0
299.3,309.0,1420,41.6,155,59072.0
299.4,309.1,1766,24.6,158,43443.600000000006
299.6,309.2,1450,43.1,160,62495.0
299.5,309.2,1872,22.6,162,42307.200000000004
299.6,309.2,1713,26.5,167,45394.5
299.5,309.2,1497,40.9,169,61227.299999999996
299.4,309.1,1352,44.7,172,60434.4
299.5,309.2,1499,41.5,175,62208.5
299.5,309.3,1972,19.3,177,38059.6
299.5,309.3,1422,49.2,179,69962.40000000001
299.5,309.3,1523,41.5,181,63204.5
299.5,309.4,1563,41.5,183,64864.5
299.4,309.3,1391,46.6,185,64820.6
299.3,309.1,1795,24.7,187,44336.5
299.3,309.1,1293,53.7,189,69434.1
299.2,309.1,1345,60.7,191,81641.5
299.2,309.0,1615,33.7,193,54425.50000000001
299.2,308.9,1342,50.8,195,68173.59999999999
299.1,308.8,1502,46.7,197,70143.40000000001
299.0,308.7,1620,35.4,199,57348.0
299.0,308.7,1537,42.8,202,65783.59999999999
299.0,308.7,2248,16.8,204,37766.4
299.0,308.7,1706,28.6,206,48791.600000000006
299.0,308.7,2250,16.6,208,37350.0
299.0,308.7,1396,48.6,0,67845.6
298.9,308.6,1522,46.4,2,70620.8
298.9,308.6,1539,45.4,4,69870.59999999999
298.9,308.5,1415,54.0,6,76410.0
298.8,308.5,1446,37.0,11,53502.0
298.8,308.6,1486,41.1,13,61074.6
299.0,308.7,1426,38.6,16,55043.6
299.0,308.7,1449,38.9,18,56366.1
299.1,308.8,1320,67.5,20,89100.0
299.2,308.9,1447,39.6,22,57301.200000000004
299.3,309.0,1422,47.3,25,67260.59999999999
299.3,309.1,1399,52.1,27,72887.90000000001
299.4,309.2,1427,41.5,29,59220.5
299.3,309.2,1334,46.3,31,61764.2
299.3,309.1,1385,45.6,34,63156.0
299.4,309.2,1552,37.4,37,58044.799999999996
299.4,309.3,1534,37.5,39,57525.0
299.4,309.3,1448,48.6,44,70372.8
299.5,309.3,1409,44.7,46,62982.3
299.4,309.2,1621,34.5,48,55924.5
299.4,309.1,1547,40.9,50,63272.299999999996
299.4,309.1,1957,22.1,55,43249.700000000004
299.4,309.1,2421,14.2,57,34378.2
299.3,309.1,1571,38.3,59,60169.299999999996
299.3,309.1,1634,36.8,62,60131.2
299.3,309.0,1516,38.7,64,58669.200000000004
299.4,309.1,1207,66.5,66,80265.5
299.4,309.1,1670,35.9,68,59953.0
299.4,309.1,1461,48.6,70,71004.6
299.4,309.2,1569,40.8,73,64015.2
299.4,309.2,1556,35.7,75,55549.200000000004
299.5,309.3,1506,41.5,77,62499.0
299.6,309.4,1642,30.3,80,49752.6
299.6,309.4,1283,62.1,83,79674.3
299.7,309.5,1375,46.8,86,64349.99999999999
299.7,309.4,1399,39.9,91,55820.1
299.7,309.4,1650,29.8,93,49170.0
299.8,309.6,1346,53.2,95,71607.2
299.9,309.6,1410,51.2,98,72192.0
300.0,309.7,1586,37.8,103,59950.799999999996
300.0,309.8,1372,39.6,105,54331.200000000004
300.0,309.7,1529,42.4,107,64829.6
300.0,309.7,1652,28.6,112,47247.200000000004
300.1,309.8,1532,39.8,115,60973.6
300.0,309.7,1554,32.0,117,49728.0
299.9,309.6,1462,51.0,119,74562.0
299.9,309.6,1254,61.3,124,76870.2
299.9,309.6,1294,49.7,126,64311.8
299.8,309.5,1739,27.5,128,47822.5
299.8,309.4,1412,47.8,130,67493.59999999999
299.9,309.5,1372,56.2,133,77106.40000000001
299.8,309.5,1420,46.7,136,66314.0
299.8,309.5,1542,40.3,141,62142.6
299.8,309.4,1401,48.1,143,67388.1
299.8,309.4,1510,42.5,146,64175.0
299.9,309.5,1547,38.5,148,59559.5
299.8,309.5,1453,43.2,153,62769.600000000006
299.8,309.4,1408,45.6,156,64204.8
299.8,309.4,1436,51.6,158,74097.6
299.9,309.5,1582,38.2,160,60432.4
299.9,309.6,1280,59.3,163,75904.0
299.9,309.5,2008,20.4,165,40963.2
299.9,309.5,1772,23.5,167,41642.0
299.9,309.5,1779,26.1,169,46431.9
299.9,309.5,1567,35.5,171,55628.5
299.8,309.4,1751,27.0,173,47277.0
299.9,309.5,1349,51.3,176,69203.7
300.0,309.5,1425,40.8,178,58139.99999999999
300.0,309.4,1395,44.5,181,62077.5
299.8,309.3,1595,32.1,183,51199.5
299.8,309.3,1291,56.4,188,72812.4
299.9,309.4,1509,42.8,190,64585.2
299.9,309.4,1483,38.1,193,56502.3
299.9,309.3,1620,31.1,196,50382.0
299.9,309.4,1487,42.2,198,62751.4
299.8,309.4,2256,15.9,201,35870.4
299.7,309.2,1691,27.7,203,46840.7
299.8,309.3,1663,35.2,208,58537.600000000006
299.8,309.3,1640,31.1,211,51004.0
299.7,309.3,1494,37.8,214,56473.2
299.8,309.4,1467,46.2,219,67775.40000000001
299.7,309.3,1399,41.9,221,58618.1
299.7,309.3,1445,42.6,0,61557.0
299.8,309.4,1480,40.9,2,60532.0
299.7,309.3,1546,37.2,4,57511.200000000004
299.7,309.3,1574,35.8,6,56349.2
299.7,309.3,1592,34.2,8,54446.4
299.8,309.5,1495,39.6,10,59202.0
299.8,309.6,1447,43.1,12,62365.700000000004
299.8,309.5,1476,44.4,14,65534.4
299.8,309.5,1641,27.1,16,44471.100000000006
299.8,309.5,1545,32.2,18,49749.00000000001
299.9,309.6,1364,44.4,20,60561.6
299.8,309.5,1590,28.5,23,45315.0
299.8,309.4,1460,37.4,25,54604.0
299.8,309.4,1609,32.5,27,52292.5
299.8,309.4,1633,27.5,29,44907.5
299.9,309.4,1348,52.8,31,71174.4
299.9,309.4,1322,53.9,33,71255.8
300.0,309.5,1641,30.1,35,49394.100000000006
300.0,309.5,1728,26.0,37,44928.0
300.0,309.6,1431,47.7,39,68258.7
300.1,309.7,1641,30.4,41,49886.399999999994
300.1,309.6,1622,36.1,43,58554.200000000004
300.1,309.6,1625,38.0,46,61750.0
300.0,309.5,1869,22.7,49,42426.299999999996
300.0,309.6,1452,46.0,51,66792.0
300.0,309.6,1618,28.7,53,46436.6
300.0,309.4,2010,20.0,55,40200.0
299.9,309.4,1363,60.9,57,83006.7
299.9,309.3,1473,40.4,59,59509.2
299.9,309.2,1333,50.8,61,67716.4
299.8,309.2,1760,25.9,63,45584.0
299.8,309.2,1372,58.2,65,79850.40000000001
299.7,309.2,1608,34.4,68,55315.2
299.7,309.2,1326,64.8,71,85924.8
299.6,309.1,1560,37.1,73,57876.0
299.6,309.0,1539,36.1,76,55557.9
299.6,309.1,2266,15.3,79,34669.8
299.6,309.1,1641,35.8,81,58747.799999999996
299.6,309.1,1574,39.2,83,61700.8
299.6,309.1,1407,50.6,85,71194.2
299.7,309.2,1302,55.5,87,72261.0
299.6,309.2,1651,30.8,92,50850.8
299.6,309.1,1366,55.2,95,75403.2
299.5,309.0,1701,28.6,98,48648.600000000006
299.5,309.0,1498,44.6,101,66810.8
299.5,309.1,1422,45.3,103,64416.6
299.5,309.1,1357,47.3,106,64186.1
299.5,309.2,1690,29.2,108,49348.0
299.6,309.2,1559,39.1,110,60956.9
299.6,309.3,1553,32.4,112,50317.2
299.6,309.3,1558,34.8,115,54218.399999999994
299.7,309.4,1362,51.9,117,70687.8
299.8,309.3,1470,42.7,119,62769.00000000001
299.8,309.4,1555,34.8,122,54113.99999999999
299.8,309.4,1423,42.9,124,61046.7
299.7,309.3,1434,38.5,127,55209.0
299.7,309.3,1779,25.5,129,45364.5
299.7,309.3,1417,54.6,131,77368.2
299.6,309.2,1425,45.9,133,65407.5
299.7,309.2,1597,32.9,135,52541.299999999996
299.7,309.2,1346,57.4,138,77260.4
299.7,309.2,1422,40.4,140,57448.799999999996
299.7,309.2,1572,32.8,142,51561.6
299.7,309.2,1412,45.4,147,64104.799999999996
299.7,309.1,1576,36.4,149,57366.399999999994
299.7,309.1,1508,41.2,152,62129.600000000006
299.8,309.1,1496,44.4,155,66422.4
299.8,309.2,1572,35.4,158,55648.799999999996
299.6,309.0,1525,42.8,160,65269.99999999999
299.6,309.0,1378,51.9,162,71518.2
299.6,309.1,1369,51.4,164,70366.59999999999
299.6,309.1,1476,45.3,166,66862.8
299.7,309.2,1620,30.0,168,48600.0
299.7,309.1,1603,38.5,170,61715.5
299.7,309.2,1411,46.1,173,65047.1
299.7,309.2,1616,31.6,175,51065.600000000006
299.7,309.2,1631,35.1,177,57248.100000000006
299.7,309.2,1685,28.9,179,48696.5
299.7,309.2,1456,40.6,182,59113.6
299.7,309.1,1417,50.1,187,70991.7
299.7,309.1,1851,24.7,189,45719.7
299.7,309.1,1715,27.8,192,47677.0
299.6,309.1,1630,32.3,194,52648.99999999999
299.7,309.2,1478,38.8,199,57346.399999999994
299.7,309.2,1781,29.6,201,52717.600000000006
299.8,309.2,1439,36.1,203,51947.9
299.7,309.2,1412,45.3,205,63963.6
299.7,309.1,1483,41.1,208,60951.3
299.8,309.2,1400,42.6,210,59640.0
299.8,309.3,1299,65.1,212,84564.9
299.8,309.2,1479,44.4,214,65667.59999999999
299.8,309.2,1491,47.5,216,70822.5
299.9,309.3,1389,52.8,0,73339.2
299.9,309.4,1399,54.8,3,76665.2
299.9,309.4,1889,26.0,6,49114.0
300.0,309.5,1925,21.9,9,42157.5
300.0,309.5,1675,30.2,11,50585.0
300.0,309.6,1477,38.1,13,56273.700000000004
300.0,309.6,1364,45.9,16,62607.6
299.9,309.5,1451,39.4,18,57169.4
299.9,309.4,1467,41.2,20,60440.4
299.9,309.4,1858,22.5,22,41805.0
300.1,309.4,1559,39.7,24,61892.3
300.1,309.4,1560,47.7,26,74412.0
300.1,309.4,1453,47.6,28,69162.8
300.1,309.4,1464,41.7,30,61048.8
300.0,309.4,1308,50.2,32,65661.6
300.1,309.5,1353,50.9,34,68867.7
300.2,309.6,1556,35.8,36,55704.799999999996
300.2,309.5,2183,17.8,39,38857.4
300.2,309.6,1491,41.8,41,62323.799999999996
300.2,309.6,1528,35.1,44,53632.8
300.2,309.6,1430,52.7,47,75361.0
300.2,309.5,1495,32.6,49,48737.0
300.2,309.5,1630,28.3,51,46129.0
300.3,309.6,1524,38.4,54,58521.6
300.3,309.6,1326,52.4,57,69482.4
300.3,309.5,1438,44.0,59,63272.0
300.4,309.6,1356,45.9,64,62240.4
300.4,309.6,1416,43.3,66,61312.799999999996
300.4,309.7,1584,32.6,71,51638.4
300.3,309.6,1597,31.8,73,50784.6
300.4,309.6,1553,43.9,75,68176.7
300.3,309.5,1405,49.4,77,69407.0
300.2,309.5,1539,35.3,80,54326.7
300.3,309.6,1398,53.7,82,75072.6
300.3,309.6,1568,39.6,85,62092.8
300.3,309.6,1404,44.6,87,62618.4
300.2,309.5,1500,45.7,89,68550.0
300.2,309.5,1642,28.8,92,47289.6
300.3,309.6,1509,46.6,95,70319.40000000001
300.2,309.5,1343,50.2,98,67418.6
300.1,309.5,1450,40.1,100,58145.0
300.0,309.4,1460,43.5,102,63510.0
300.0,309.3,1364,41.2,104,56196.8
299.9,309.3,1452,41.9,106,60838.799999999996
299.9,309.3,1471,41.8,109,61487.799999999996
299.9,309.2,1598,34.6,111,55290.8
299.8,309.1,1772,24.8,113,43945.6
299.9,309.2,1761,25.6,115,45081.600000000006
300.0,309.3,1413,40.7,117,57509.100000000006
300.0,309.3,1887,22.6,120,42646.200000000004
300.0,309.3,1395,56.5,122,78817.5
300.1,309.4,1569,31.6,124,49580.4
300.1,309.4,1434,47.3,127,67828.2
300.2,309.5,1417,41.1,129,58238.700000000004
300.2,309.5,1729,28.4,131,49103.6
300.2,309.5,1356,51.1,133,69291.6
300.2,309.5,1436,48.8,135,70076.8
300.3,309.6,1419,42.5,137,60307.5
300.3,309.6,1593,38.1,140,60693.3
300.3,309.5,1320,62.2,142,82104.0
300.3,309.5,1448,42.4,145,61395.2
300.3,309.4,1470,33.5,148,49245.0
300.3,309.4,1612,33.1,150,53357.200000000004
300.4,309.4,1412,51.6,153,72859.2
300.4,309.4,1875,23.9,155,44812.5
300.3,309.3,1612,36.0,158,58032.0
300.4,309.3,1411,41.6,160,58697.6
300.3,309.2,1490,47.9,163,71371.0
300.4,309.3,1467,40.3,166,59120.1
300.3,309.2,1807,26.4,169,47704.799999999996
300.3,309.1,1368,46.0,171,62928.0
300.3,309.2,1572,32.0,173,50304.0
300.3,309.1,1458,44.3,175,64589.399999999994
300.3,309.1,1699,30.3,178,51479.700000000004
300.3,309.3,1478,39.5,180,58381.0
300.4,309.4,1362,42.1,182,57340.200000000004
300.4,309.4,1487,38.9,185,57844.299999999996
300.3,309.4,1705,29.4,190,50127.0
300.3,309.3,1345,53.5,192,71957.5
300.3,309.2,1532,40.2,194,61586.4
300.3,309.2,1650,35.2,196,58080.00000000001
300.3,309.2,1398,54.4,198,76051.2
300.3,309.2,1412,44.8,200,63257.6
300.4,309.3,1525,39.6,202,60390.0
300.3,309.3,1391,57.9,204,80538.9
300.4,309.3,1766,28.2,207,49801.2
300.4,309.3,1671,35.0,209,58485.0
300.5,309.3,1373,48.8,211,67002.4
300.5,309.4,1347,50.1,213,67484.7
300.5,309.3,1539,39.1,216,60174.9
300.5,309.3,1470,40.8,219,59975.99999999999
300.5,309.3,1528,37.0,221,56536.0
300.5,309.3,1471,45.2,223,66489.2
300.4,309.2,1528,37.2,228,56841.600000000006
300.5,309.3,1417,51.5,231,72975.5
300.6,309.4,1549,43.4,233,67226.59999999999
300.6,309.4,1463,49.2,235,71979.6
300.7,309.5,1479,43.6,240,64484.4
300.6,309.5,1867,23.0,242,42941.0
300.6,309.4,1471,44.1,244,64871.1
300.6,309.4,1380,47.6,246,65688.0
300.7,309.7,1623,32.7,0,53072.100000000006
300.8,309.7,1997,20.7,5,41337.9
300.7,309.6,1390,48.5,7,67415.0
300.8,309.7,1418,46.6,12,66078.8
300.8,309.7,1519,35.8,14,54380.2
300.8,309.7,1519,39.7,16,60304.3
300.7,309.6,1536,37.2,19,57139.200000000004
300.8,309.6,1680,28.7,22,48216.0
300.6,309.4,1555,37.9,24,58934.5
300.6,309.5,1471,49.6,29,72961.6
300.5,309.4,1877,23.8,31,44672.6
300.5,309.3,1578,30.5,34,48129.0
300.5,309.4,1655,32.1,37,53125.5
300.5,309.4,1502,34.3,40,51518.6
300.6,309.4,1367,63.2,45,86394.40000000001
300.7,309.5,1541,37.2,48,57325.200000000004
300.6,309.6,1588,37.0,50,58756.0
300.6,309.6,1684,32.8,53,55235.2
300.6,309.5,1437,40.0,55,57480.0
300.6,309.6,1409,42.4,57,59741.6
300.5,309.5,1320,49.9,59,65868.0
300.5,309.5,1635,34.2,62,55917.00000000001
300.5,309.5,1691,27.6,67,46671.600000000006
300.6,309.6,1365,50.0,70,68250.0
300.7,309.7,1523,38.2,73,58178.600000000006
300.6,309.7,1593,32.4,76,51613.2
300.6,309.6,1682,30.7,78,51637.4
300.7,309.6,1329,54.3,80,72164.7
300.7,309.6,1568,35.2,82,55193.600000000006
300.7,309.6,1733,24.8,85,42978.4
300.7,309.6,1473,48.1,87,70851.3
300.7,309.5,1633,31.3,90,51112.9
300.6,309.5,1530,40.2,93,61506.00000000001
300.6,309.5,1550,40.2,96,62310.00000000001
300.6,309.4,1410,40.6,99,57246.0
300.5,309.3,1574,33.5,101,52729.0
300.6,309.4,1425,40.3,103,57427.49999999999
300.6,309.4,1541,35.2,105,54243.200000000004
300.7,309.5,1733,26.7,108,46271.1
300.6,309.4,2496,13.5,111,33696.0
300.6,309.4,1552,36.4,113,56492.799999999996
300.6,309.3,1409,38.7,115,54528.3
300.6,309.4,1581,35.7,117,56441.700000000004
300.7,309.5,1251,59.9,120,74934.9
300.7,309.6,1500,44.1,122,66150.0
300.6,309.5,1576,38.8,124,61148.799999999996
300.7,309.5,1352,44.0,126,59488.0
300.7,309.6,1661,30.3,129,50328.3
300.7,309.6,1541,34.6,131,53318.600000000006
300.6,309.6,1888,20.5,133,38704.0
300.5,309.5,1255,62.1,138,77935.5
300.6,309.6,1411,41.6,140,58697.6
300.6,309.5,1516,39.0,142,59124.0
300.6,309.5,1492,34.0,144,50728.0
300.6,309.6,1726,30.0,147,51780.0
300.7,309.7,1598,33.7,149,53852.600000000006
300.8,309.8,1657,31.1,151,51532.700000000004
300.8,309.7,1481,38.1,153,56426.1
300.7,309.7,1397,51.3,155,71666.09999999999
300.8,309.7,1461,44.3,158,64722.299999999996
300.7,309.6,1388,51.1,160,70926.8
300.7,309.7,1507,52.4,163,78966.8
300.7,309.6,1421,49.8,165,70765.8
300.8,309.7,1258,54.9,168,69064.2
300.8,309.7,1482,39.0,171,57798.0
300.7,309.6,1403,51.3,174,71973.9
300.8,309.7,1373,45.4,179,62334.2
300.9,309.7,1460,42.1,181,61466.0
300.8,309.7,1751,27.9,183,48852.899999999994
300.8,309.6,1546,42.3,186,65395.799999999996
300.8,309.7,1680,28.2,189,47376.0
300.9,309.7,1394,48.8,192,68027.2
300.7,309.6,1810,26.0,195,47060.0
300.7,309.5,1479,34.5,197,51025.5
300.9,309.7,1431,41.4,199,59243.4
300.9,309.7,2355,14.4,201,33912.0
300.7,309.6,1996,19.8,203,39520.8
300.7,309.5,1461,49.9,0,72903.9
300.7,309.5,2007,19.7,2,39537.9
300.7,309.6,1505,34.9,7,52524.5
300.7,309.6,1925,20.5,9,39462.5
300.7,309.5,1622,30.5,14,49471.0
300.7,309.5,1592,29.0,17,46168.0
300.7,309.5,1850,24.5,19,45325.0
300.7,309.5,1470,48.7,21,71589.0
300.7,309.5,1445,46.4,24,67048.0
300.7,309.5,1685,31.1,27,52403.5
300.7,309.5,1667,30.5,29,50843.5
300.7,309.5,1578,35.4,34,55861.2
300.6,309.4,1691,28.0,36,47348.0
300.7,309.5,1439,43.8,41,63028.2
300.8,309.6,1404,38.7,44,54334.8
300.8,309.6,1498,45.8,47,68608.4
300.8,309.5,1481,44.5,49,65904.5
300.7,309.4,1589,35.0,52,55615.0
300.7,309.5,1467,44.3,55,64988.1
300.6,309.4,1654,32.8,57,54251.2
300.7,309.5,1508,39.9,59,60169.2
300.7,309.6,1439,43.0,61,61877.0
300.7,309.5,1692,30.3,64,51267.6
300.7,309.5,1838,24.9,66,45766.2
300.6,309.3,1601,40.2,69,64360.200000000004
300.6,309.4,1369,51.6,71,70640.40000000001
300.6,309.4,1312,45.2,73,59302.4
300.6,309.4,1468,44.1,76,64738.8
300.6,309.4,1452,39.4,78,57208.799999999996
300.7,309.5,1393,43.9,81,61152.7
300.6,309.4,1432,44.2,84,63294.4
300.6,309.3,1510,46.0,87,69460.0
300.6,309.4,1521,37.2,90,56581.200000000004
300.5,309.4,1360,46.2,93,62832.00000000001
300.5,309.3,1881,25.5,98,47965.5
300.4,309.3,1413,50.3,101,71073.9
300.5,309.4,1642,36.2,103,59440.4
300.5,309.5,1542,38.5,108,59367.0
300.4,309.5,1447,39.3,110,56867.1
300.4,309.4,1530,40.4,112,61812.0
300.5,309.5,1795,27.7,117,49721.5
300.6,309.6,1290,57.4,119,74046.0
300.6,309.7,1639,30.4,121,49825.6
300.7,309.8,1596,31.5,123,50274.0
300.6,309.8,1455,48.0,125,69840.0
300.6,309.8,1659,28.9,127,47945.1
300.6,309.8,1532,42.5,130,65110.0
300.6,309.8,1502,42.4,133,63684.799999999996
300.6,309.8,1688,28.6,135,48276.8
300.5,309.7,1341,50.9,137,68256.9
300.5,309.7,1685,29.4,140,49539.0
300.5,309.8,1370,55.9,143,76583.0
300.5,309.8,1461,52.5,146,76702.5
300.5,309.8,1550,37.4,148,57970.0
300.5,309.8,1508,37.8,150,57002.399999999994
300.5,309.8,1345,62.7,153,84331.5
300.5,309.7,1616,34.5,155,55752.0
300.5,309.7,1395,61.0,157,85095.0
300.5,309.8,1324,72.8,159,96387.2
300.5,309.8,1445,43.9,164,63435.5
300.5,309.8,1555,38.9,166,60489.5
300.6,309.9,1449,42.4,169,61437.6
300.5,309.9,1466,53.2,172,77991.2
300.5,309.9,1503,37.4,175,56212.2
300.4,309.7,1488,35.7,177,53121.600000000006
300.4,309.7,1314,50.2,179,65962.8
300.4,309.7,1547,38.0,181,58786.0
300.4,309.7,1466,39.8,184,58346.799999999996
300.3,309.6,1537,37.1,187,57022.700000000004
300.2,309.5,1434,51.5,189,73851.0
300.4,309.6,1432,44.7,192,64010.4
300.5,309.6,1390,48.4,194,67276.0
300.5,309.7,1580,42.8,196,67624.0
300.5,309.7,1589,30.5,198,48464.5
300.5,309.8,1441,48.8,200,70320.8
300.5,309.8,1305,51.7,202,67468.5
300.5,309.8,1566,35.9,204,56219.399999999994
300.5,309.8,1379,54.2,207,74741.8
300.4,309.6,1543,38.1,209,58788.3
300.5,309.8,1421,49.6,211,70481.6
300.5,309.6,1760,30.6,213,53856.0
300.4,309.5,1711,29.2,215,49961.2
300.5,309.6,1465,41.6,217,60944.0
300.5,309.6,1366,50.2,219,68573.2
300.4,309.5,1888,21.9,221,41347.2
300.5,309.5,1777,23.6,0,41937.200000000004
300.5,309.5,1379,55.6,2,76672.40000000001
300.4,309.5,1525,51.3,4,78232.5
300.4,309.6,1563,34.0,6,53142.0
300.5,309.7,1389,43.3,9,60143.7
300.6,309.8,1447,42.9,12,62076.299999999996
300.6,309.7,1934,22.8,15,44095.200000000004
300.6,309.7,1470,43.8,18,64385.99999999999
300.6,309.7,1428,42.6,23,60832.8
300.4,309.6,1319,48.1,26,63443.9
300.5,309.7,1887,24.3,28,45854.1
300.4,309.5,1349,50.4,30,67989.59999999999
300.3,309.5,1665,31.4,32,52281.0
300.3,309.5,1474,38.7,35,57043.8
300.4,309.5,1543,38.9,37,60022.7
300.2,309.4,1459,43.9,39,64050.1
300.3,309.5,1551,37.9,42,58782.899999999994
300.2,309.4,1981,21.4,44,42393.399999999994
300.2,309.4,1526,35.3,46,53867.799999999996
300.2,309.4,1501,40.0,48,60040.0
300.2,309.4,1558,38.3,51,59671.399999999994
300.2,309.3,1532,43.2,53,66182.40000000001
300.1,309.2,1326,55.9,55,74123.4
300.2,309.2,1431,51.3,57,73410.3
300.2,309.3,1366,49.3,59,67343.8
300.1,309.2,1421,42.5,61,60392.5
300.2,309.3,1506,35.6,63,53613.6
300.2,309.3,1342,48.7,68,65355.4
300.1,309.2,1427,37.6,73,53655.200000000004
300.2,309.2,1667,29.9,75,49843.299999999996
300.1,309.1,1400,46.7,77,65380.00000000001
300.0,309.0,1709,32.1,79,54858.9
300.0,309.0,1368,45.8,81,62654.399999999994
300.0,309.1,1882,23.8,84,44791.6
300.1,309.1,1353,58.7,86,79421.1
299.9,309.0,1553,40.0,88,62120.0
300.0,309.1,1431,45.4,90,64967.4
300.1,309.1,1731,30.4,92,52622.399999999994
300.1,309.2,1687,27.7,95,46729.9
300.1,309.2,1457,44.3,98,64545.1
300.1,309.2,1533,37.0,101,56721.0
300.0,309.0,1622,31.8,103,51579.6
300.0,309.1,1791,28.2,108,50506.2
300.0,309.1,1631,28.3,110,46157.3
300.0,309.0,2174,16.9,112,36740.6
300.1,309.0,1314,58.2,114,76474.8
300.1,309.1,1478,46.9,116,69318.2
300.1,309.2,1783,27.3,118,48675.9
300.1,309.2,1385,46.1,120,63848.5
300.0,309.2,1444,43.6,123,62958.4
300.1,309.3,1841,23.0,125,42343.0
300.1,309.4,1349,56.2,127,75813.8
300.1,309.3,1340,56.0,130,75040.0
299.9,309.2,1539,43.2,132,66484.8
300.0,309.3,1932,21.8,135,42117.6
300.0,309.3,1407,43.9,138,61767.299999999996
300.1,309.3,1712,28.5,141,48792.0
300.1,309.4,1329,55.2,143,73360.8
300.1,309.2,1441,42.9,148,61818.9
300.0,309.2,1610,32.1,150,51681.0
300.0,309.1,1474,45.2,152,66624.8
300.0,309.1,1624,30.8,155,50019.200000000004
300.1,309.3,1520,38.2,158,58064.00000000001
300.1,309.3,1448,45.8,163,66318.4
300.0,309.3,1558,29.7,168,46272.6
300.0,309.3,2293,16.3,170,37375.9
300.0,309.3,1397,51.2,173,71526.40000000001
300.0,309.3,1972,22.0,175,43384.0
299.9,309.2,1574,36.5,177,57451.0
299.9,309.2,1560,38.9,180,60684.0
299.9,309.2,1353,49.8,182,67379.4
299.9,309.2,1389,51.2,185,71116.8
299.9,309.1,1513,43.8,188,66269.4
299.8,309.1,1578,42.1,191,66433.8
299.8,309.0,1467,37.3,193,54719.1
299.9,309.1,1412,48.3,198,68199.59999999999
299.8,309.1,1668,30.3,200,50540.4
299.8,309.2,1678,29.8,202,50004.4
299.8,309.1,1612,35.4,205,57064.799999999996
299.8,309.1,1485,39.9,207,59251.5
299.8,309.1,1456,39.4,209,57366.4
299.8,309.2,1504,38.7,212,58204.8
299.9,309.2,1491,44.3,214,66051.3
299.9,309.2,1525,33.2,0,50630.00000000001
